,date,text,topic,topic_proba
4324823,1684422300,"МРТ в день записи по доступным ценам на Пермской, 25.

МРТ головного мозга, позвоночника, брюшной полости, пазух носа и многие другие исследования на современном аппарате Siemens Avanto 1.5T . Процедура проходит в комфортных для пациента условиях. Во время обследования у пациента есть связь с врачом.

Также в клинике заботы о здоровье ""Лайт"" работает КТ. Новый современный компьютерный томограф SOMATOM go.Up от Siemens. На аппарате выполняются все виды КТ.

У нас Вы также можете пройти рентген и маммографию на современном оборудовании с высокой разрешающей способностью. Аппаратура обеспечивает высококачественное рентгеновское изображение.

Очень ВАЖНО! У нас новое оборудование с наименьшим излучением.

На все виды диагностики в клинике «Лайт» действует предварительная запись по телефону: +7 (342) 223-33-44⁣⁣ или на сайте https://perm.center-light.ru/diagnostika

*Имеются противопоказания, необходима консультация со специалистом.

С заботой о Вас!⠀⠀⠀⠀
Клиника заботы о здоровье «Лайт»⠀⠀⠀⠀
Пермь, Пермская, 25
+7 (342) 223-33-44",Наука и техника,0.50414395
4324796,1684420860,"Итог с историей о кофе на грудном молоке: это была шутка бизнесмена. На самом деле бариста смешивали козье и миндальное молоко, чтобы добиться вкуса грудного. Владелец кофейни пояснил, что хотел пошутить и привлечь внимание, но ситуация, кажется, вышла из-под контроля.

Вчера [vk.com/wall-3551694_4324404|мы писали], что делом заинтересовался Роспотребнадзор. В ведомстве сообщили, что грудное молоко не является пищевым продуктом, его оборот не регулируется требованиями технических регламентов. Реализация его под видом пищевого продукта запрещена.",Экономика,0.6763249
4324766,1684417860,Пермь в Питере,Город,0.7298174
4324715,1684413660,"Ко Дню города в Пермь прибудет партия новых трамваев. Несколько единиц новой техники компания «Мовиста Регионы Пермь» поставит в начале лета, до 12 июня. Это будет не целая партия. Всего в течение года в город привезут 30 новых трамваев для обновления подвижного состава, пишет «Новый компаньон».

В ноябре прошлого года городские власти подписали концессионное соглашение с подрядчиком о модернизации трамвайной сети. В течение 2023-2025 годов планируется провести ремонт 35 км трамвайных путей, закупить 44 новых вагона и модернизировать трамвайное депо Балатово и семь тягловых подстанций. Средства на эти цели выделены из федерального бюджета.",Город,0.787202
4324697,1684411260,"От читателя:
Кто ответит за такой ,,порядок"" в подземном переходе возле Гознака? Осенью ликвидировали все торговые киоски, с тех пор там вот такая ,,красота""((( 

Кругом подготовка к 300-летию города. Может, гостей города провести по таким достопримечательностям?",Город,0.99105424
4324684,1684409460,"Всё лето пермяки смогут провозить в пригородных электричках велосипеды бесплатно. Акцию запустила Пермская пригородная компания, она продлится с 20 мая по 30 сентября.

Таким образом организация хочет поддержать активный образ жизни горожан. За сезон это помогает сэкономить велолюбителям почти тысячу рублей.",Город,0.5384197
4324646,1684406760,"Солнечная набережная, май в Перми 🌸

Фото [id285435364|Оксана Платонова]",Город,0.9649917
4324633,1684404960,"До конца всероссийского голосования за объекты благоустройства осталось всего две недели! 
 
Успейте проголосовать за объекты в Прикамье – https://clck.ru/347N6r. Сделать свой выбор из 30 общественных пространств могут жители Пермского края от 14 лет. Уже проголосовали более 170 тысяч человек. 
 
От выбора каждого из нас зависит, какие новые парки, скверы и общественные пространства появятся в Прикамье в следующем году. 
 
✅ Голосование проходит по проекту «Формирование комфортной городской среды» (ФКГС) нацпроекта «Жильё и городская среда», инициированного президентом Владимиром Путиным",Город,0.6551202
4324604,1684401660,"Закрытую променадную часть набережной Перми сдадут до конца весны. Здесь уложена гранитная плитка, установлен бортовой камень и обустроена водоотводная система.

На откосе берегового укрепления проводится установка амфитеатра с местами для сидения, которые выполнены в виде геометрических узоров. Скоро пройти всю набережную можно будет без препятствий.",Город,0.7154623
4324575,1684398360,"В саду им. Миндовского вновь появилась аллея из зонтиков. В новом сезоне для них выбран белый и нежно-голубой цвет. Арт-объект, расположенный на главной аллее, станет символом ясного неба и поднимет настроение даже в самую капризную уральскую погоду.",Город,0.43682238
4324527,1684395060,"До +30° на следующей неделе: в Пермь пришло метеорологическое лето. Заметили, как жарко днём стало в последние дни? Это ещё не пик майского потепления, уверяют синоптики. Температура с каждым днём продолжит расти, сообщает ГИС-Центр ПГНИУ.

— Начинается продолжительный период очень теплой погоды с перспективой повышения дневной температуры воздуха до +27…+30° к середине следующей недели. Тёплый период продлится как минимум 10 дней, а к середине следующей недели температура воздуха будет уже заметно выше климатической нормы июля. Таким образом, можно считать, что с 17-18 мая в Перми и на большей части края установилось метеорологическое лето. В Перми это произошло на две недели раньше средних многолетних сроков, — рассказали специалисты.

В четверг днём температура воздуха составит в Перми до +23°, завтра будет на 2-3° прохладнее. В субботу днём вновь потеплеет до +20…+24°. С воскресенья столбики термометра стремительно будут расти вверх. Днём ожидается +22…+25°. Ночью пока +8...+10°, но с понедельника температура также начнёт расти.

Днём в понедельник уже +26…+27°. Во второй половине следующей недели вероятно установление жаркой погоды с температурой около +30°. Осадков при этом не будет как минимум до середины следующей недели.",Город,0.54628193
4324496,1684392060,"Вот такой ресторан есть в Милане, Италия",Экономика,0.58227587
4324466,1684388760,"20 мая в Перми пройдёт «Ночь музеев». ПРОГРАММА!

В этом году всероссийская акция «Ночь музеев» пройдёт 20 мая. Она посвящена теме «История и истории». Во время события музеи и галереи предложат своим гостям особую программу. В афише запланированы тематические экскурсии, музыкальные концерты, квесты, мастер-классы, лекции для детской и взрослой аудитории.

⭐ 15:00-23:00 — В Пермской художественное галерее запланирован ряд экскурсий, посвящённых истории создания Спасо-Преображенского собора. Зрители также смогут поучаствовать в творческих мастерских для взрослых и детей. В «Гравёрной мастерской» под руководством художника Данилы Куликова можно познакомиться с техникой линогравюры и напечатать на станке открытку с изображением здания галереи, а на мастер-классе «Собери галерею» создать виды фасадов галереи в технике аппликации.
 
Адрес: Комсомольский пр-т, 4

⭐ 17:00-22:00 — В музее «Хохловка» будут работать игровая площадка с этнографическими играми для всех, интерактивная площадка с демонстрацией предметов крестьянского быта. Гости смогут примерить детали традиционные костюмы. Экскурсия «Были да былички» по памятникам деревянного зодчества расскажет о нечистой силе, окружающей крестьянский быт.

Адрес: Хохловское с.п., д. Гора

⭐ 18:00-22:00 — В Доме Мешкова можно посетить «Урок в древнерусской школе», мастер-класс по изготовлению открытки с видом Дома Мешкова в технике монотипии, концерт дуэта гитаристов, мастер-класс «Легкие цветы» (изготовление украшений из пластика), мастер-класс «Бумажный экспромт» (изготовление украшений из бумаги), мастер-класс «Как рождается карикатура», концерт кавер-группы Luckys (на улице).
 
Адрес: ул. Монастырская, 11

⭐ 18:00-22:00 — В Доме-музее Славянова будут работать семь площадок одновременно. Под руководством профессионалов участники «Ночи музеев» смогут опробовать разные виды сварки и познакомиться со способами определения дефектов в сварных соединениях.
 
Адрес: ул. 1905 года, 37

⭐ 16:00-21:00 — В Детском музейном центре программа будет посвящена произведениям писателя Льва Давыдычева, а также его знаменитому герою Ивану Семёнову. Гостей ждут мюзикл «Иван Семёнов: самое время мечтать!», создание динамических игрушек (тигров, львов или котов), озвучивание мультфильмы по произведениям Льва Давыдычева, творческая встреча с актёрами Пермского театра кукол. 

Адрес: ул. Пермская, 78

⭐ 18:00-23:00 — В Музее пермских древностей будут уличные игры, игровая площадка для малышей, многослойный мастер-класс «Укрась мамонта», многослойный мастер-класс «Укрась тираннозавра», хореографический перформанс «Пермский период показывает…», экскурсия-сюрприз «Камни, кости и мечты. Живые истории».
 
Адрес: ул. Сибирская, 15

⭐ 17:00-22:00 — В музее современного искусства PERMM пройдёт специальная программа к 14-летию музея. Этот день станет финальным днём показа весенних выставок.

Адрес: б. Гагарина, 24

⭐ 12:00-0:00 — В музее «Ретро-Гараж» пройдут бесплатные экскурсии, запуск макета танка Т-26, викторина по ПДД, фотовыставка «Пермский ретровояж». В этот день также ожидается зрелищное событие: в городе пройдёт автопробег ретроавто.
 
Адрес: ул. Дружбы, 34 (въезд во двор с улицы Крупской)

⭐ 18:00-22:00 — В историческом парке «Россия — моя история» гости смогут смастерить из картона динамическую игрушку в виде известного исторического персонажа, послушать лекцию об основании заводского поселка Егошиха, побывать на костюмированной экскурсии и музыкальной зарисовке «Основание Перми», посмотреть иллюзионное шоу Владимира Данилина.

Адрес: ул. Монастырская, 2 к.1

⭐ 11:00-23:00 — В Центре городской культуры посмотреть выставку «Девяностые детей», почилить, послушать музыку от диджеев (весь день они будут ставить винил). В программе несколько лекций и виниловая вечеринка.

Адрес: ул. Пушкина, 15

⭐ 15:00-21:30 — В пермской арт-резиденции пройдут премьера фестиваля «Победа», творческая встреча фотографа Лейлы Туркиной, мастер-класс по работе с керамикой, мастер-класс «Акварель — душа» от известного художника и дизайнера Геннадия Сорокина.

Адрес: ул. Монастырская, 95а

⭐ 12:00, 14:00, 16:00, 18:00 — В Музее роботов-трансформеров состоится серия бесплатных экскурсий об истории целой индустрии технического искусства, к которой относятся сохраненные модели, представленные в выставочном зале.

Адрес: ул. Чернышевского, 28

⭐ 20 мая 12:00-15:00, 21 мая 12:00-20:00 — В пермском зоопарке состоятся показательные кормления разных животных, мастер-класс по 3D-голографии, спектакль «Карлсон», вечерняя экскурсия.

Адрес: ул. Монастырская, 10

⭐ 20 мая в 17:00, 19:00 и 21:00 — В Пермском музее электротранспорта проведут бесплатные экскурсии, посвящённые истории городского транспорта, а также расскажут об особенностях его работы в наши дни.

Адрес: ул. Уральская, 108а

Фото [id7669795|Александр Чазов]",Культура,0.82146865
4324450,1684385460,"Пермь на рубеже XIX-XX веков (часть 2). Читайте описание к фото!

Первая часть [vk.com/wall-3551694_4323912|здесь].",Культура,0.86690813
4324439,1684382700,"Доставим для вас продукты за 1 рубль! 
 
Удовольствие и польза от покупок с Доброцен! 
С нами вы: 
 
✅покупаете только нужное; 
✅не стоите в очередях; 
✅занимаетесь своими делами, а заказ едет к вам; 
✅цените свое время; 
✅отдыхаете, пока наш курьер бережно несет тяжелые пакеты 
 
Магазин низких цен доставляет продукты за 1 рубль! 
промокод 🔥new5🔥 в период 1-31 мая 2023 
 
Довольными клиентами нашего интернет-магазина стали уже тысячи человек. Присоединяйтесь! 
 
Заказать можно здесь https://dobrotsen.ru/",Экономика,0.68815416
4324404,1684379460,"Роспотребнадзор проверит кофейню, которая готовит кофе на грудном молоке. Надзорное ведомство заинтересовалось продажей напитка в одном из заведений Перми.

Специалисты пояснили, что грудное молоко не является пищевым продуктом, его оборот не регулируется требованиями технических регламентов. Реализация его под видом пищевого продукта запрещена.

Вопросы остаются также к безопасности продукта. Ведомство будет разбираться в ситуации. Ранее [vk.com/wall-3551694_4324012|мы писали] о необычном пермском бизнесе, который вызвал резонанс.",Экономика,0.39287347
4324395,1684376160,"Троицкая церковь в с. Нижние Муллы, Пермский край

Фото [id285435364|Оксана Платонова]",Культура,0.88475263
4324321,1684343460,Детали любимого города 🏙,Город,0.55976313
4324303,1684340460,"На водоёме в Перми поселились белые лебеди. Их заметили жители СНТ «Заозёрный». Две птицы уже несколько дней ныряют с головой в воду, забираются в камыши и ищут вблизи еду.

Местные жители рассказали, что раньше лебедей на своей территории не замечали, поэтому осторожно наблюдают за ними, делают фотографии на память.",Город,0.3566497
4324282,1684337460,"Завораживающая красота на пермской набережной

Фото [id278580756|Сергей Зубов]",Город,0.56350416
4324267,1684334760,"В продажу поступили транспортные карты с дизайном к 300-летию Перми. Тираж «юбилейных» карт — 3 тысячи экземпляров. Приобрести их может любой желающий в отделениях «Почтабанка» по ул. Ленина, 68 или по ул. Ленина, 28. 
 
Карту можно будет использовать, как электронный кошелёк, также на карту можно записать один из видов проездных и экономить при регулярных поездках.",Город,0.76557857
4324254,1684332002,"Друзья, внимание! ☝Напоминаем! 
 
🎀 В Мебелёво стартовал второй этап юбилейной акции в честь 30-летия компании. 🎂 
 
🎀 Совершите покупку на любую сумму и выиграйте сертификат номиналом 30 000 рублей. 🎁 Мероприятие продлится до 30 мая 2023 года. 
 
🎀 Дополнительно — юбилейные скидки до 70% на мебельные бренды ведущих российских и белорусских фабрик.🎁 
 
🎀 Подробно об условиях акции читайте на сайте: https://www.mebelevo.org/30-let-na-ryinke/ 
 
🎀 Мы ждём вас по адресу: Пермь, Энергетиков, 37 
+7 (342) 202-76-55",Город,0.5832932
4324243,1684330260,"«Счастье не за горами» в этом году может не затопить. Не факт, что пермский арт-объект частично скроется под водой, сообщили в Камском бассейновом водном управлении.

Причиной стало крайне низкое количество осадков, за последнее два месяца их почти не наблюдалось. В 2018 году пермское «Счастье» тоже не уходило под воду.

Причинами подтопления обычно становятся весенний сброс воды из Камского водохранилища, осадки и таяние снега на севере региона, сообщает «Текст». Вода поднимается выше уровня прогулочной части набережной, где расположен арт-объект, и заливает нижнюю часть букв.

Тысячи горожан в мае приезжают к Речному вокзалу, чтобы сделать фото на фоне «Счастья». Кажется, в этом году без фотосессий...",Город,0.9897681
4324220,1684327260,Пермь — город контрастов 🏣🏡🐐,Культура,0.89921135
4324201,1684325460,"В это воскресенье «Амкар Пермь» встретится с «Тюменью»

Футбольный клуб «Амкар Пермь» играет решающие матчи: в это воскресенье, 21 мая, на домашнем поле команда встретится с «Тюменью». Красно-чёрным нужна ваша поддержка!

Перед матчем на стадионе «Звезда» состоится предматчевое шоу с развлекательными площадками. Начало в 14:00.

Игра начнётся 21 мая в 16:00. Адрес: ул. Куйбышева, 95. Билеты доступны к продаже в фаншопе и на Яндекс Афише: vk.cc/coaGAe",Спорт,0.5732854
4324189,1684323960,"У пермской прокуратуры возникли вопросы к изменению границ Черняевского леса. В Перми предложили изменить границы главного лесного пространства города. Из состава ООПТ собираются исключить участок под базой отдыха «Чайка» на ул. Встречной (5,3 га).

Вместо него в состав территории хотят включить новую зону размеров 20,7 га, которая находится через дорогу за ул. Встречной. Она покрыта древесной растительностью.

Пока пермские депутаты перенесли рассмотрение вопроса и голосование за конкретное решение, поскольку от природоохранной прокуратуры было получено отрицательное заключение. Было решено дождаться всех необходимых документов от надзорного ведомства.
 
По словам начальника управления по экологии и природопользованию администрации Перми Дмитрия Андреева, ценность территории под базой отдыха отсутствует: она находится в частной собственности, в большей части поверхность почвы перекрыта асфальтобетонным покрытием, различными зданиями и сооружениями, застройка участка началась с 1946 года.

— Изменение границ необходимо в связи с утратой участка ООПТ особого научного, культурного, эстетического и иного особого назначения, а также увеличением площади ООПТ, имеющей особую природоохранную ценность, — высказался Дмитрий Андреев.",Город,0.8888013
4324174,1684321203,"На месте парка им. Свердлова в Перми появится парк Героев труда. 
 
Долгое время парк и Мемориал погибшим в годы Великой Отечественной войны рабочим Мотовилихинских заводов принадлежали «Мотовилихинским заводам». В последние годы за ними плохо ухаживали, и они успели обветшать. В апреле этого года парк перешёл на содержание Мотовилихинскому району, а мемориальный комплекс — Городскому центру охраны памятников. Это позволило зажечь Вечный огонь, который теперь горит постоянно. Но это не единственное изменение. 
 
Власти планируют полностью облагородить парк. Одна из идей, которую предложили представители завода, — создание здесь парка Героев труда. Как написал в своём Telegram-канале глава города Алексей Дёмкин, сначала с учетом мнения жителей будет разработана концепция парка. За этим последует этап проектирования и реализации.",Город,0.39787632
4324148,1684319460,"В Перми сегодня возобновили ремонт Коммунального моста, вместе с этим вернулись и пробки. Ситуацию усугубляют ДТП с автобусами. Пермяки не отчаиваются и продолжают общение на картах 👍🏻",Город,0.41395772
4324111,1684316760,"По пермским квартирам активно стали ходить лже-коммунальщики. Мошенники навязывают пермякам услуги поверки счётчиков, представляясь жилищными инспекторами. Стоимость услуг лже-коммунальщиков — около двух тысяч рублей, тогда как стоимость поверки одного прибора учёта воды не может превышать 600 рублей.

Опасность таких злоумышленников в том, что они ведут переговоры почти так же, как настоящие сотрудники. Они могут хорошо разбираться в корпоративных терминах, показывать поддельные удостоверения, сильно похожие на настоящие.
 
В «Новогоре» рекомендуют быть внимательными при общении с теми, кто пытается навязать услугу по поверке приборов учёта. Период, через который необходимо поверять счётчик, указан в паспорте каждого счётчика.
 
Поверять счётчики необходимо каждые четыре года для приборов горячей воды и каждые 5-6 лет для холодной. Современные универсальные счётчики имеют межповерочный интервал в 6 лет. Если у вас возникают сомнения в надёжности сотрудника, вы можете позвонить по тел. 201-95-30 («Новогор»).",Экономика,0.55933344
4324012,1684311960,"В одной из пермских кофеен начали готовить кофе на грудном молоке. Порция такого необычного напитка составляет 650 руб., сообщает Mash. 
⠀ 
Бизнесмен договорился с женой и девятью другими женщинами о сотрудничестве и запустил проект. Говорит, людям нравится, а поскольку продукт дефицитный, то и цены на кофе соответствующие. 
⠀ 
Недавно родившие женщины получают 1000 рублей «за поставку». Каждый день у пермского бизнесмена появляется порядка 5 литров молока. Его распределяют по трём городским точкам. 
⠀ 
В дальнейшем пермяк продолжит искать новых мам, чтобы к концу года выйти на оборот в тысячу стаканчиков в день. Отдельно предприниматель добавляет, что каждый раз женщины предоставляют свежие справки из больницы, поэтому продукт безопасен.",Экономика,0.9103348
4323986,1684308660,"19 мая в пермском ТЦ можно пройти бесплатное тестирование на ВИЧ-инфекцию. Оно будет анонимным. Врачи рекомендуют всем жителям края в возрасте от 16 до 60 лет не менее 1 раза в год проходить обследование на ВИЧ.

В Перми тестирование пройдёт 19 мая в ТРК «Колизей Атриум» (ул. Ленина, 60) с 12:00 до 16:00. Пройти бесплатное обследование можно и в любой другой день в Пермском краевом центре по профилактике и борьбе со СПИД (ул. Архитектора Свиязева, 21).",Культура,0.57987565
4323972,1684305660,"Прогулочка по курорту «Усть-Качка»

Фото [id285435364|Оксана Платонова]",Город,0.82956636
4323959,1684302360,"В субботу в Перми пройдёт автопробег ретро-автомобилей. Зрелищную акцию организует пермский музей «Ретро-Гараж» в рамках «Ночи музеев 2023». Ретроавтомобили проедутся по центральный улицам города. В пробеге будут участвовать автомобили не из музея.
 
Старт в 13:00 от КДЦ Мотовилиха (ранее ДК им. Ленина, ул. Уральская, 93). Далее колонна авто отправится к музею пермской артиллерии, где задержится в формате выставки с 13:20 до 13:50. Затем машины проедут через ул. Уральскую, ул. Ленина, площадь Гайдара, вновь по ул. Ленина, по Комсомольскому проспекту, Тихому Компросу с подъездом к ДК им. Солдатова. На последней точке вновь будет выставка с 15:00 до 15:30.",Город,0.84950805
4323937,1684299060,"Во время сплава по речке Гайве пермяки собрали почти 2 тонны мусора. Субботник прошёл в минувшие выходные в рамках ежегодного сплава «ОбереГайва». Участвовало более 200 человек.

Экоактивисты прошли по маршруту, попутно убирая мусор, покрышки и канистры с берегов и из русла реки Гайвы. Волонтёрам помогали подводные ныряльщики, которые поднимали мусор со дна и убирали запруды, которые не давали пройти плотам.

Отходы отправили в экотехнопарк компании «Буматика» для сортировки и переработки.",Город,0.8188865
4323924,1684296060,"В Перми пройдёт ночной благотворительный забег. Фонд помощи тяжелобольным детям «Берегиня» совместно с благотворительной организацией «Солнечный круг» этим летом организуют забег «На одном дыхании». Участники смогут не только приобщиться к спортивному событию, но и помочь детям. 
 
Принять участие можно будет и онлайн (если попасть на событие возможности нет, организаторы предлагают пробежать дистанцию на беговой дорожке), и офлайн. 

Все собранные средства отправятся на поиск наставников для детей-сирот — подопечных благотворительной организации «Солнечный круг» и на помощь тяжелобольным детям — подопечным фонда «Берегиня».
 
— Почему ночью? Ночью время останавливается, и начинается настоящая добрая магия! Сердца пермяков будут биться в унисон ради тех, кто в нас так нуждается, — говорят организаторы.

К участию приглашаются не только взрослые, но и маленькие бегуны. Необязательно бежать на результат: достаточно желания и участия. Медаль в любом случае получит каждый.

Дистанция основного забега составит 1,6 км. Для профессионалов подготовят трассу в 5 км. Для тех, кто хочет проявить себя и бежать в интересном костюме, есть дистанция «Fun-run». Стоимость слотов от 250 до 900 руб. Их можно приобрести на сайте забега «На одном дыхании».

В этом году забег будет ночным. Он пройдёт 21 июня на набережной Перми. Начало основных забегов в 21:00 по пермскому времени. С 18:00 на набережной уже стартует развлекательная программа, откроется регистрация.",Спорт,0.6232672
4323912,1684293060,Пермь на рубеже XIX-XX веков. Читайте описание к фото!,Культура,0.6370098
4323901,1684289760,"Вот такие марки с дизайном 300-летия Перми можно найти на почте. Там же открытки с брендом юбилея, есть и конверты.

Дизайн открыток и фото [id5250129|Митя Кононов]",Культура,0.79472893
4323792,1684256460,Ох уж эти майские закаты в Перми 💔,Спорт,0.6036874
4323768,1684254060,"В этом году пермяки стали чаще ходить в кафе и рестораны. За первый квартал этого года число посетителей выросло на 1% в сравнении с аналогичным периодом прошлого года, пишет «Коммерсант-Прикамье».

Незначительный рост количества заказов в заведениях эксперты связывают с низкой потребительской активностью населения. Пермяки стремились экономить средства на фоне появившихся экономических рисков.

Средний чек в пермских заведениях общепита за этот период увеличился на 10%, а выручка — на 11%.",Экономика,0.31828424
4323712,1684247460,"Модульные причалы для швартовки электросудов могут установить в Перми в этом году. Они будут предназначены для пассажирских круизных и маломерных судов, в том числе на электрической тяге.

Конкурс на поставку сооружений выиграла «Пермская судоверфь». Компания организует установку причалов в м/р Закамск, а также в Краснокамске. Напомним, ранее власти запланировали возобновление в 2023 году речного маршрута Пермь — Закамск — Краснокамск.

А могут и не установить...",Город,0.5535547
4323676,1684244460,"В Прикамье задержали подозреваемого, который подбросил учительнице бревно с бомбой. По информации издания Shot, он сделал это из мести. Мужчина считал, что именно из-за педагога его бросила жена, поэтому решил подбросить бомбу разлучнице.

Подозреваемым является 54-летний Виктор из села Уральское. Взрывчатку он изготовил сам. Женщина вовремя заметила подозрительное полено дома и не стала бросать его в печь (в противном случае от крова почти ничего бы не осталось, внутри находилось 45 г бездымного пороха). 
 
Возбуждено уголовное дело, подозреваемый находится под подпиской о невыезде.",Силовые структуры,0.86313933
4323647,1684241460,"А у нас сегодня пироги из пистиков) Кто ел, знает, что это очень вкусно 😄",Экономика,0.7379848
4323625,1684238700,"💥 ДОЛГОЖДАННЫЙ ПЕРВЫЙ ЭФИР НОВОГО СЕЗОНА! 💥 
 
Без лишних слов, заходи по ссылке, устраивайся по-удобнее и смотри! 
 
А мы уже ждём твоих комментариев: 
Как вам новый формат? 
Согласны ли вы с решением жюри? 
Как вам обновленная Первая лига? 
https://youtu.be/xLKiJMMgV6o",Спорт,0.7267401
4323611,1684237260,"В Театральном саду установили историческое ограждение XX века. В Перми продолжается реконструкция территории возле оперного театра, накануне здесь появилось чугунное ограждение, изготовленное в 1946 году. 
 
Рядом с ограждением установлена табличка с фотографией, на которой запечатлён Театральный сад в прошлом веке, приведена краткая информация.",Город,0.87387097
4323592,1684234260,В Перми завершили ремонт тротуаров по улице Сибирской на участке от улицы Монастырской до улицы Пермской. Теперь то же самое планируют сделать на участке от улицы Пермской до площади Карла Маркса.,Город,0.661282
4323574,1684231500,"Как рождаются ледовые постановки? Что вдохновляет на творчество? Какие впечатления о Перми? Лыжи или сноуборд?

На эти и другие вопросы ответил знаменитый продюсер и режиссер-постановщик телепроектов, шоу и фестивалей Илья Авербух🔥🔥🔥

За плечами Ильи — свыше 200 реализованных проектов. Среди них — масштабные театрализованные ледовые шоу и спектакли с участием звезд фигурного катания («Анна Каренина», «Кармен», «Ромео и Джульетта» и др.), телепроекты ( «Танцуй», «Ледниковый период», «Лёд и пламень» и др.), церемонии открытия и закрытия международных соревнований, турниров и фестивалей (в т.ч. ЧМ в России FIFA-2018 в Москве, Зимняя универсиада-2019 в Красноярске и др.), а также всероссийские праздники (в т.ч. шоу в честь 800-летнего юбилея Нижнего Новгорода), зрителями которых стали миллионы человек. 

Смотрите полную версию эксклюзивного интервью с Ильей Авербухом от команды «Айс-шоу Пермь» по ссылке в группе: https://vk.com/iceshowperm

Спойлер: 20 мая в УДС «Молот» можно будет вживую увидеть команду Ильи Авербуха — пермяков ждут шикарные сольные и парные выступления олимпийских чемпионов и звёзд фигурного катания: Анны Щербаковой, Евгении Медведевой, Александра Энберта, Алексея Ягудина, Татьяны Тотьмяниной и Максима Маринина, Аллы Михеевой, Ивана Букина и не только! 

Подробности и билеты на сайте: iceshow-perm.ru",Культура,0.78378487
4323546,1684230060,"В ТРЦ «Планета» вместо H&M откроется «Стокманн». На освободившейся площадке крупнейшего торгового комплекса в крае заработает магазин по продаже одежды и товаров для дома, сообщает РБК-Пермь.

Новая торговая зона должна заработать на первом этаже ТРЦ. Точные даты открытия магазина пока не сообщаются. Сейчас в Перми нет ни одной точки «Стокманн».",Город,0.34208977
4323504,1684226760,"От читателя:
Ни ограждений, ни страховочных систем у рабочих. И это в центре города.",Город,0.9444115
4323487,1684224001,"У ВТБ сейчас щедрая акция, снова можно получить 1000₽ 😳 
 
Получаете обычную дебетовую карту по ссылке, совершаете по ней любую покупку на любую сумму (хоть жвачку в магазине😄) и Вам начисляется 1000₽. 
 
1.❗ Получите простую дебетовую карту.❗ 
Оформить карту 👉 https://vk.cc/co2Id0 
, бесплатно доставят за 1-2 дня прямо домой или на работу. 
 
2.❗Совершите по карте любую покупку (хоть жвачку в магазине😄)❗ и на карту начислятся 1000₽. Покупку совершите по пластиковой карте, а не через виртуальную карту! 
 
Самое главное: 
 
✅Бесплатное обслуживание карты 
✅Суперкэшбек до 30% за покупки 
🚚Карту привезут бесплатно — куда удобно!",Экономика,0.88373697
4323443,1684221660,"В Перми многодетной семье выделили землю, на которой стоит цыганский дом. Один из земельных участков Орджоникидзевского района в порядке очереди достался многодетной семье, но выяснилось, что на сегодняшний день он не пустует. На нём самовольно построили одноэтажное здание и сарай цыгане. 

Разбирательство в суде привело к тому, что незаконные владельцы должны снести несогласованно построенный дом и вывезти оттуда весь мусор. В противном случае это сделает администрация.

Из страха проживания рядом с табором без крыши над головой многодетная семья, получившая право проживания на этой территории, просила властей снова поставить их в очередь, чтобы получить другой участок. Однако из-за бюрократических сложностей это оказалось невозможным. Фото Рифей-Пермь",Город,0.9536603
4323414,1684218660,"Триста, говорите?

Фото [id10241119|Наталья Аксентьева]",Культура,0.8774553
4323381,1684215660,"На фестивале «Крылья Пармы» может выступить авиагруппа высшего пилотажа «Русь». Новым хедлайнером популярного мероприятия в Прикамье может стать авиационная группа высшего пилотажа «Русь». Ранее ожидалось, что ключевое выступление пермякам покажут «Русские витязи».

В этом году военная база «Сокол» не сможет принять фестиваль на своей площадке из соображений безопасности, пишет «Коммерсант-Прикамье». Сейчас в качестве возможных площадок рассматриваются аэродром Фролово и набережная Камы. Праздник запланирован на 8 июля.",Спорт,0.35427898
4323376,1684215442,На Леонова горит строящийся дом,Силовые структуры,0.93809974
4323353,1684212660,"Пермская студия «Мортёшка» показала трейлер нового проекта — это игра «Лихо одноглазое», мистический хоррор от первого лица, в котором предстоит найти Лихо, а затем сбежать от злого рока.

Информация об игре уже появилась в стиме. Игроки смогут окунуться в фольклорный хоррор и исследовать мир, основанный на народной сказке XIX века, решить паззлы и головоломки с помощью спичечного коробка, а также раскрыть все тайны и узнать истину.",Культура,0.71632403
4323318,1684209660,"В Перми будут избавляться от лишних ограждений. Вы можете в этом помочь. Для этого нужно сообщить властям о заборах и конструкциях, в которых, на ваш взгляд, нет необходимости. Специалисты всё проверят и в случае чего исключают их из проектов организации движения. 

Если вы видите на дорогах ненужные, по вашему мнению, ограждения, присылайте адреса и фото в специальный альбом группы ВКонтакте «Пермь Первая». Пермская дирекция дорожного движения возьмёт их в работу.
 
Напомним, ранее собственников жилья начали стимулировать отказаться от заборов вокруг домов. В ходе ремонта двора управляющие организации и ТСЖ могут получить средства из бюджета на высадку живой изгороди, а за установку забора — нет.",Город,0.7895193
4323306,1684206660,"Пермь, 1965-1967 гг.",Культура,0.28382316
4323299,1684203360,"У Камской ГЭС появился логотип 300-летия Перми. Напомним, строительство станции дало толчок развитию Гайвы: появились целые рабочие посёлки, в которые съезжались специалисты со всей страны.",Город,0.5248778
4323223,1684171260,"Закат в небе, закат на реке, как будто частичка солнца упала в воду, город Кунгур, май, 2023 год!

Фото [id252428223|Ринат Салимов]",Город,0.96445316
4323180,1684168260,"Весенняя романтика на пермской набережной ❤

Фото [id278580756|Сергей Зубов]",Город,0.9846703
