,date,text,topic,topic_proba
1255801,1684494484,"Пермяки, вот вам идея, чем занять ребенка с 1 по 4 июня: в Перми пройдет фестиваль детского кино «Медвежонок» (6+).

События будут происходить в кинотеатрах и даже на городской эспланаде. Всего покажут около 40 фильмов для разных возрастов. На фестивале ждут много кинозвезд.
 
Рассказываем, какие фильмы можно на нем посмотреть и где всё это будет происходить.

https://59.ru/text/culture/2023/05/19/72318662/?utm_source=vk&utm_medium=social&utm_campaign=59",Культура,0.78767616
1255779,1684492450,"Худеете к лету? Или хоть раз худели по какому-нибудь случаю? Например, ко дню рождения или к другому празднику. Обычно сезонные попытки похудеть заканчиваются не тем результатом, которого ожидаешь.

Похудение — это непростой процесс, если говорить про качественное снижение веса и сохранение здоровья.

Что же не так с популярными диетами и как сбросить вес раз и навсегда — рассказала нутрициолог в этом материале.

https://59.ru/text/health/2023/05/19/72316742/?utm_source=vk&utm_medium=social&utm_campaign=59",Наука и техника,0.53018737
1255773,1684492209,"Сегодня ФСБ провела серию обысков у известных пермских общественников. Это было связано с уголовным делом против двух бывших сотрудников Пермского «Мемориала»* Роберта Латыпова и Александра Чернышова: их обвиняют в покушении на контрабанду культурных ценностей — архивов «Мемориала»*.

🔴Мы связались с Робертом Латыповым. Он объяснил, о каких документах идет речь, куда их везли и почему. 

*организация ликвидирована в 2022 году, входила в структуру международного «Мемориала», признанного иностранным агентом и тоже ликвидированного

https://59.ru/text/gorod/2023/05/19/72318836/?utm_source=vk&utm_medium=social&utm_campaign=59",Силовые структуры,0.5104246
1255764,1684491485,"Евгению Ройзману* вынесли приговор за дискредитацию Вооруженных Сил РФ. 
 
Экс-мэра Екатеринбурга оштрафовали на 260 тысяч рублей (снова). Ранее политика уже штрафовали, но на этот раз ему предъявили уголовное обвинение. 
 
📌 Ройзмана* задержали 16 марта и сразу доставили в отдел полиции, а потом в суд. За него вступились Алла Пугачева, вдова первого президента России Наина Ельцина, драматург Николай Коляда и многие другие известные деятели. 
 
* Евгений Ройзман признан иноагентом в РФ.",Силовые структуры,0.34834805
1255761,1684491306,"Пара из Перми прямо под камерами украла забытый на банкомате кошелек с деньгами и картами. 
 
Житель Перми Сергей Горячев 5 мая снимал наличку в гостинице «Урал» и забыл портмоне на банкомате. Когда он вернулся за вещами — их уже и след простыл. Сумма денег в кошельке была значительной. 
 
На записи с камеры видно, что пара зрелого возраста, недолго мешкая, прихватила кошелек, сунула его в пакет и быстро скрылась. Причем, мужчина в процессе на несколько секунд обернулся и посмотрел лицом прямо в объектив 🙃 
 
▶ Впрочем, смотрите сами кадры этого ограбления века: может узнаете воришек. 
 
Если вы знаете пару на видео — напишите нам в сообщениях. Также мужчина предлагает людям, укравшим кошелек, вернуть его вместе с содержимым и обещает, что в таком случае не будет иметь к ним претензий. 
 
По словам Сергея, полиция сейчас проводит проверку по его заявлению. 
 
А еще распространите информацию!",Экономика,0.57679385
1255746,1684488533,"Анастасия Бородина превратила увлечение в успешный бизнес, когда открыла свою студию танцев. Но внезапно оставила карьеру, когда после отпуска решила не возвращаться из Турции.

Наши коллеги поговорили с Анастасией о том, как она адаптировалась к жизни на курорте, с какими сложностями столкнулась и как пытается получить ВНЖ.

https://59.ru/text/world/2023/05/19/72316997/?utm_source=vk&utm_medium=social&utm_campaign=59",Культура,0.5331211
1255741,1684488042,"Пермяки, забросьте зонтики подальше: в выходные будет сухо и тепло!🌞 
▪Суббота: малооблачно, без дождей. 
По краю: ночью до +4... +9 °C, днем до +20... +25 °C. 
В Перми: ночью +7... +9 °C , днем +22... +24 °C . 
 
▪Воскресенье: осадков не будет, ветер слабый переменного направления. 
В крае ночью +4... +9 °C, днем до +21... +26 °C. 
В Перми ночью до +7... +9 °C, днем до +23... +25 °C. 
 
Отправьте этот прогноз десяти друзьям, чтобы он сбылся!😉",Город,0.9409884
1255731,1684486806,"В своем телеграм-канале Алексей Демкин рассказал, что в торговых центрах появится пространство для подростков. Идею уже поддержали руководители ТЦ. 
 
Глава Перми отметил, что подобные площадки станут еще одной возможностью проведения полезного досуга для пермской молодежи.
https://59.ru/text/gorod/2023/05/19/72318092/ 

Открытая трибуна",Город,0.5706481
1255706,1684484818,"Игорь Сапко взял на контроль ситуацию с обысками у пермских общественников и правозащитников 
 
— Обеспокоен и держу руку на пульсе, — прокомментировал омбудсмен Прикамья. — Пообщался по телефону с Татьяной Ивановной, договорились информировать друг друга по текущей ситуации. Все пермские активисты-общественники, по имеющейся информации на данный момент, являются свидетелями. 
 
Также он добавил, что в связи с задержанием Пермского общественника Александра Чернышова в Москве на прошлой неделе направил прокурору Московской области запрос о проведении проверки соблюдения его прав. 
 
— Переговорил с представителями силовых структур, участвующих в следственных действиях, попросил обратить особое внимание на чёткое соблюдение действующего законодательства в данном конкретном деле, — заявил омбудсмен. 

📌 5 мая в аэропорту Шереметьево Александра Чернышова задержали и приговорили к 15 суткам ареста за хулиганство. Сегодня, 19 мая, стало известно об обысках у пермских общественников и правозащитников: двух членов Совета по правам человека при президенте РФ — Светланы Маковецкой (возглавляет центр ГРАНИ) и Татьяны Марголиной (бывшего омбудсмена Прикамья), журналисток Татьяны Черепановой и Оксаны Асауленко (также является экс-членом краевой общественной наблюдательной комиссии по правам осужденных).

В ФСБ объяснили, что обыски связаны с уголовным делом по статье «Покушение на контрабанду культурных ценностей» в отношении Александра Чернышова и Роберта Латыпова.",Силовые структуры,0.9331904
1255695,1684483880,"⚡ФСБ объяснила обыски у пермских общественников уголовным делом о покушении на контрабанду культурных ценностей 
 
По данным ведомства, экс-руководитель пермского краевого отделения «Мемориала»* Роберт Латыпов, и председатель «Центра исторической памяти» Александр Чернышов пытались вывезти из России в Германию архивные документы «Мемориала»*. На мужчин завели уголовное дело «Покушение на контрабанду культурных ценностей». 
 
ФСБ указывает, что, согласно экспертизе, эти документы имеют культурную и историческую ценность. 
 
Сейчас полиция и ФСБ устанавливают все обстоятельства дела. 
 
*ликвидировано в 2022 году, входило в структуру международного «Мемориала», признанного иностранным агентом и тоже ликвидированного

📌 Ранее мы писали, что 19 мая обыски прошли у двух членов Совета по правам человека при президенте РФ — Светланы Маковецкой (руководитель центра ГРАНИ) и Татьяны Марголиной (экс-омбудсмена Пермского края), а также у журналиста Татьяны Черепановой и журналистки, экс-члена краевой общественной наблюдательной комиссии по правам осужденных Оксаны Асауленко. Мы выяснили, что Татьяна Марголина и Светлана Маковецкая проходят свидетелями по делу об архиве «Мемориала».",Силовые структуры,0.465988
1255689,1684483203,"Весной во дворах из-под снега вытаивают горы мусора, облезлые бордюры и сломанные качели. Жильцы, конечно же, хотят, чтобы всё прибрали как можно скорее. А сколько на самом деле у коммунальщиков есть времени на весеннюю уборку, кто решает, что именно будут ремонтировать и за чей счет проводят дополнительные работы — например, обработку от клещей?

Своим опытом поделились специалисты управляющей компании «ЮКОМ». https://59.ru/text/house/2023/05/19/72312716/

Реклама
ООО «УК «ЮКОМ»
https://59.ru/?erid=Kra23wZMK",Город,0.49345955
1255684,1684482781,"Пермяки, ура! В День празднования 300-летия Перми мы с вами сможем ездить на общественном транспорте бесплатно. 
 
При этом работать транспорт будет дольше обычного. 
 
По словам главы города Алексея Дёмкина, бесплатным проезд будет весь день: с самых первых рейсов 12 июня и до 2 часов ночи.",Город,0.96007276
1255679,1684481906,"Власти определились, кто отремонтирует около 102 километров автодорог в Прикамье: завершились торги по двум лотам на общую сумму почти в 2 миллиарда рублей. 

По обеим закупкам поступали жалобы антимонопольщикам на то, что размещение таких объемных лотов нарушает права небольших компаний, которые могли бы взяться за ремонт отдельных участков. Но жалобы признали необоснованными и конкурс состоялся.

В итоге в торгах по двум лотам победила одна компания — АО «Уралмостострой». 

Рассказываем подробнее о закупках, подрядчике и о том, какие дороги ему предстоит отремонтировать.

https://59.ru/text/transport/2023/05/19/72318089/?utm_source=vk&utm_medium=social&utm_campaign=59",Экономика,0.685933
1255661,1684480055,"Внезапно сменить сферу деятельности кажется чем-то нереальным. Но герой нашего материала решил рискнуть. 
 
Иван работал в финансовой сфере, построил классную карьеру, но попал под сокращение. Тогда он понял — надо что-то менять, в финансы возвращаться не хочется. Друг позвал в Контур. 
 
О том, как пермяк без опыта попал на работу к федеральному IT-разработчику и стал там руководителем — по ссылке: https://59.ru/text/gorod/2023/05/19/72305309/ 
 
Реклама 
АО «ПРОИЗВОДСТВЕННАЯ ФИРМА «СКБ КОНТУР» 
https://59.ru/?erid=Kra23Xi5o",Экономика,0.96647406
1255659,1684479831,"В Перми мужчину осудили за убийство магазинного вора, совершенное 20 лет назад 
 
📌 В 2002 году в одном из магазинов в Индустриальном районе Перми 18-летний грузчик увидел, как пьяный местный житель пытается украсть алюминиевую флягу из магазина и ударил его по голове поленом. От этого грабитель умер на месте. 
 
Уроженца Таджикистана, который нелегально проживал в России, объявили в федеральный розыск. Все это время убийца переезжал с места на место и сменил имя и фамилию. В 2022 году его поймали при попытке пересечь границу. То, что это именно разыскиваемый, выяснили по отпечаткам пальцев на полене. 
 
🔴 Суд приговорил виновного к 8 годам и 6 месяцам колонии строгого режима.",Силовые структуры,0.7459629
1255648,1684477560,"«Пробыл три года в плену на войне в Сирии. Делюсь полезным и вдохновляющим опытом».

Такой статус в социальной сети стоит в профиле у Константина. В 27 лет мужчина решил исполнить мечту и отправился в путешествие. Но в Сирии, через которую он ехал до Сахары, его посчитали шпионом: мужчина несколько лет провел в тюрьме, рисовал на стенах камеры и учил арабский по детской книге.

И это — не первый случай, когда россияне отправлялись за границу и пропадали. Жуткие истории наши коллеги собрали в этом материале.

https://59.ru/text/criminal/2023/05/19/72317261/?utm_source=vk&utm_medium=social&utm_campaign=59",Силовые структуры,0.50154036
1255636,1684475926,"❗️Сегодня, 19 мая, ФСБ провела обыски у известных пермских активистов и общественников по делу об архиве «Мемориала»* 
 
Обыски проходят дома у двух членов Совета по правам человека при президенте РФ — Светланы Маковецкой и Татьяны Марголиной, а также у журналиста Татьяны Черепановой и журналистки, экс-члена краевой общественной наблюдательной комиссии по правам осужденных Оксаны Асауленко. 
 
— Насколько я поняла, я являюсь свидетелем в уголовном деле о вывозе архивов «Мемориала», которое возбудили в отношении бывших сотрудников «Мемориала». Их провели сотрудники ФСБ на основании решения суда, — рассказала экс-омбудсмен в Пермском крае и действующий член СПЧ при президенте Татьяна Марголина. — Скорее всего, обыски проходили в рамках следственных действий. 
 
Собеседница добавила, что сейчас не отвечают телефоны члена краевой Общественной палаты Надежды Агишевой и члена правления пермского Мемориала Веры Седининой. 
 
Муж главы центра ГРАНИ Светланы Маковецкой, бывший глава Пермской гражданской палаты Игорь Аверкиев сообщил, что его супруга является свидетелем по уголовному делу о вывозе архива «Мемориала», которое возбудили в отношении экс-председателя пермского «Мемориала» Роберта Латыпова и председателя пермского Центра исторической памяти Александра Чернышова. 
 
*ликвидировано в 2022 году входило в структуру международного «Мемориала», признанного иностранным агентом и тоже ликвидированного.",Силовые структуры,0.49000692
1255630,1684474366,"На днях Владимир Путин подписал указ об изменениях в системе высшего образования. Теперь вместо бакалавриата в вузах постепенно будут появляться базовый и специализированный уровни.

Кроме этого, с марта вступили в силу и другие изменения, они касаются правил приема в вузы.

В этом материале рассказываем о нововведениях, к которым нужно готовиться абитуриентам в этом году.

https://59.ru/text/education/2023/05/19/72315998/?utm_source=vk&utm_medium=social&utm_campaign=59",Экономика,0.5941591
1255623,1684473729,"Вчера вечером, 18 мая, в Перми на площади Карла Маркса загорелся автомобиль Lexus. 
 
Наш читатель прислал фото происшествия. 
 
В МЧС сказали, что происшествие квалифицируется как ДТП — автомобиль загорелся во время движения. В городском ГИБДД нам сообщили, что информации об этом нет.",Силовые структуры,0.53362024
1255619,1684473367,"Городская администрация через суд выселяет из единственного жилья семью боевого офицера, награжденного орденом Мужества. Пока Олег в зоне СВО, в Екатеринбурге его жена ходит по судам, чтобы не остаться на улице с двухлетней дочкой.

Нет, у семьи нет никаких ипотечных долгов, в квартире они жили по договору служебного найма. А сейчас чиновники заявляют, что дали эту квартиру по ошибке, и требуют выселения.

Подробности истории — в материале наших коллег.

https://59.ru/text/family/2023/05/19/72316910/?utm_source=vk&utm_medium=social&utm_campaign=59",Силовые структуры,0.5341988
1255617,1684473028,"Сразу в нескольких регионах России ввели очередной карантин: на этот раз во всем виноват птичий грипп. Его выявили у диких птиц, для них вирус очень опасен. Впрочем, как и для людей — заболевание протекает тяжело.

Стоит ли опасаться новой пандемии? Как обезопасить себя? Разбирались вместе с врачами.

https://59.ru/text/health/2023/05/19/72317408/?utm_source=vk&utm_medium=social&utm_campaign=59",Наука и техника,0.62862796
1255616,1684472707,"Как думаете, сколько в среднем зарабатывают руководители учреждений культуры в Прикамье? 

Что ж, директора театра и музея в Прикамье с зарплатой меньше ста тысяч вы вряд ли найдёте. В среднем они получают не меньше 200 тысяч рублей, но и тут всё зависит от учреждения. Самый высокий показатель — у худрука Театра-Театра Бориса Мильграма. Его среднемесячный заработок превысил 707 тысяч рублей.

Данные о зарплатах руководителей учреждений культуры Прикамья опубликовал Минкульт.

https://59.ru/text/culture/2023/05/19/72315710/?utm_source=vk&utm_medium=social&utm_campaign=59",Культура,0.9868978
1255599,1684470631,"Главные события вокруг СВО за прошедшие сутки:

▪️В Россию могут прийти индийские бренды одежды категории fashion, а также  арабский аналог IKEA.

▪️Москва и Киев согласились обсудить перемирие при посредниках.

▪️Прокурор попросил назначить экс-мэру Екатеринбурга штраф за дискредитацию ВС РФ.

▪️На Бориса Гребенщикова составили протокол о дискредитации ВС РФ.

Об этих и других новостях более подробно читайте в этой подборке:

https://59.ru/text/world/2023/05/18/72317057/?utm_source=vk&utm_medium=social&utm_campaign=59",Силовые структуры,0.4931084
1255566,1684432852,"Недалеко от ТЭЦ-6 автобус сбил пенсионера. По предварительным данным, мужчина перебегал дорогу в неположенном месте.

https://59.ru/text/incidents/2023/05/18/72317177/?utm_source=vk&utm_medium=social&utm_campaign=59",Силовые структуры,0.4038897
1255565,1684432432,"В Перми проходит Форум гостеприимства, который посвящен туризму. На нем открыли ярмарку, где мастера со всей страны показывают (и продают) сувениры и разнообразные, в том числе национальные, угощения.

https://59.ru/text/business/2023/05/18/72317042/?utm_source=vk&utm_medium=social&utm_campaign=59",Город,0.2629449
1255545,1684428480,"Из роддома выписали две тройни за раз!

Наши коллеги побывали на выписке и посмотрели, как счастливые папы встречали жен и забирали на трясущихся коленках своих малышей. Семьи Обмоиных и Сафроновых рассказали, с какими трудностями столкнулись и каково это — узнать, что у вас будет тройня.

Посмотрите это трогательное видео, оно точно заставит вас улыбнуться.",Культура,0.3772795
1255535,1684424314,"Если вы уже достали шорты, то отложите их на время  — в ближайшие дни ожидаются заморозки. К счастью, они будут только по ночью и утрам. Но все равно, не жарко. 

https://59.ru/text/spring/2023/05/18/72316817/?utm_source=vk&utm_medium=social&utm_campaign=59",Наука и техника,0.94840276
1255532,1684421754,"В пермском УФАС назвали сообщение пермской кофейни о грудном молоке обычной «информацией о предлагаемых товарах», не увидев в нем нарушений.

https://59.ru/text/business/2023/05/18/72316595/?utm_source=vk&utm_medium=social&utm_campaign=59",Экономика,0.9859745
1255528,1684421464,"Исследователи провели первое в истории полноразмерное цифровое сканирование «Титаника», который больше ста лет лежит на дне Атлантического океана. Таким лайнер еще никто никогда не видел.

https://59.ru/text/world/2023/05/18/72315551/?utm_source=vk&utm_medium=social&utm_campaign=59",Наука и техника,0.8390128
1255512,1684417680,"30 лет назад в Нижнем Тагиле разбился спортивный самолет Як-52. Он рухнул на толпу зрителей, которые пришли посмотреть праздничное авиашоу 9 Мая.

— Картина была страшная. «Як» лежал посреди Театральной площади, в нем останки летчика, — вспоминает историк Сергей Пудовкин.

В тот день погибли 19 человек, в том числе два члена экипажа, 37 человек получили травмы, многие пострадавшие на всю жизнь остались инвалидами.

В этом видео наши коллеги вспоминают детали авиакатастрофы.",Культура,0.6659279
1255511,1684417635,"⚡️Удалось установить личность пилота штурмовика Ил-2, который подняли со дна Черного моря пермские дайверы 
 
В прошлом году наши земляки были в экспедиции на Черном море в районе Керчи. На глубине 10–11 метров в Геленджикском заливе они нашли утонувший советский Ил-2 и частями подняли его наверх. Штурмовик хорошо сохранился и в Перми планируют после восстановления установить его как памятник. 
 
В кабине утонувшего штурмовика нашли остатки кителя, штанов и планшетку (с картой) летчика. Пока в Перми идут реставрационные работы, через архивы установили личность летчика. 
 
Им был младший сержант Андрей Васильевич Саломатин. Он родился в 1918 году в селе Новоселово Ельнинского района Смоленской области. Был призван в 1943 году. Служил в военно-воздушных силах Черноморского флота. Погиб 6 мая 1943 года. 
 
— Возможно, останки советского летчика находятся рядом с Ил-2. Когда они будут обнаружены, мы поднимем вопрос о перезахоронении летчика, — сообщил руководитель поисковых экспедиций и водолазных работ Центра подводных исследований Прикамья Денис Михалев. 
 
Фото: Центр подводных исследований Прикамья",Силовые структуры,0.63227564
1255503,1684415381,"Лето — лучшее время, чтобы попробовать оттенки лака, на которые вы не решались.

Наши коллеги собрали 13 идей маникюра, который будет в моде этим летом. Цвета от ярко-красного до насыщенного лавандового — вы точно захотите какой-нибудь из них!

https://59.ru/text/style/2023/05/18/72313007/?utm_source=vk&utm_medium=social&utm_campaign=59",Экономика,0.84721243
1255502,1684415232,"Кофе с грудным молоком: шутка или нет? 🤔

Новость о том, что в Перми предприниматель продает кофе на грудном молоке, недавно облетела Сеть.

Люди задавались вопросами этичности и безопасности такого напитка, а владелец кофеен говорил про питательность и особенный вкус.

Но после того как Роспотребнадзор начал проверку, предприниматель заявил, что это была всего лишь шутка, вышедшая из-под контроля.

▶️  С чего началась эта громкая история и другие подробности — в видео.",Экономика,0.8933478
1255493,1684412570,"«Последней каплей стало то, во что превратился Новосибирск, который строил в том числе и мой дед».

Виктория Шелкунова три недели назад кардинально поменяла свою жизнь. Девушка собрала вещи, взяла мужа и двух мопсов и навсегда перебралась жить в Таиланд.

До этого Виктория часто бывала в азиатских странах, возможно, поэтому многие сложности ее и не смущают.

Девушка рассказала нашим коллегам всё о переезде и тайской жизни. Почитайте, почему Виктория избегает туристических мест и как таец легко выведет любого европейца из себя.

https://59.ru/text/world/2023/05/18/72313325/?utm_source=vk&utm_medium=social&utm_campaign=59",Культура,0.500301
1255490,1684412434,"Недавно мы рассказывали непростую историю пермячки Ульяны. По словам девушки её бывший муж и свекровь вынудили ее совершить фиктивную сделку по продаже квартиры, не заплатили денег и фактически оставили с двумя детьми без жилья.

Также пермячка заявляла о жутких издевательствах над ней и сыновьями: муж бил и унижал их, дело доходило даже до окунаний головой в унитаз.

Прокуратура призвала полицию провести проверку законности действий бывших мужа и свекрови пермячки.

https://59.ru/text/criminal/2023/05/18/72315167/?utm_source=vk&utm_medium=social&utm_campaign=59",Культура,0.49698502
1255485,1684411247,"Когда леопардик Мао появился в Иркутской зоогалерее, он был крохотным, диким и едва живым. Но опеку над ним взяли опытные ветеринары и недавно родившая собака Мира. 
 
Маленький Мао рос вместе с щенками Миры, они согревали котенка по ночам и играли с ним. Когда Мао вырос, его попробовали отселить от собак, но леопард слишком грустил, поэтому теперь их с братьями не разлучают. 
 
Посмотрите милое видео про красавца Мао! 🥰",Наука и техника,0.96651256
1255477,1684408904,"— Считать одни продукты плохими, а другие — хорошими, неправильно. Чем старательнее мы запрещаем себе «вредную» еду, тем больше ее хотим, — говорит врач-гастроэнтеролог.

В этом тексте врачи назвали 6 признаков пищевой зависимости и рассказали, какие ошибки люди допускают, когда хотят наесться. А мы составили небольшой тест, который поможет понять, есть ли у вас нездоровая зависимость от еды.

https://59.ru/text/food/2023/05/18/72313463/?utm_source=vk&utm_medium=social&utm_campaign=59",Наука и техника,0.55628496
1255474,1684408393,"Почти год назад в Красноярске толпа из 11 парней жестоко избила двоих прохожих. Один из потерпевших, Семен, тогда чудом не погиб. Мужчина перенес ряд операций на мозге, получил инвалидность и буквально учится жить заново.

А 10 из 11 участников избиения почему-то проходят по делу лишь свидетелями. Подозреваемым признали только одного, но даже его уже год не могут задержать. Семья пострадавшего пытается добиться справедливости, но пока ничего не выходит.

Подробности этой истории — в материале наших коллег.

https://59.ru/text/incidents/2023/05/18/72312836/?utm_source=vk&utm_medium=social&utm_campaign=59",Силовые структуры,0.57992446
1255472,1684408265,"Помните, мы рассказывали о том, что над двором жилого дома на Монастырской, 46 работает кран с соседней стройки? 
 
Жильцы дома были возмущены тем, что оборудование работает прямо над детской площадкой, но застройщик утверждал, что это не так: якобы башенный кран оснащен специальным устройством, которое не позволяет перемещать грузы в опасных зонах. 
 
После жалоб, на место выезжали надзорные ведомства, но после их приезда площадку и вовсе закрыли. 
 
👍 Похоже, что конфликт всё-таки разрешился: сегодня жильцы и застройщик — ООО «СЗ Камские огни» — подпишут мировое соглашение. Компания построит новую детскую площадку в безопасном месте — для этого она предоставит часть своего участка.",Город,0.9050273
1255461,1684406363,"Пермяки, полакомиться кофе с грудным молоком в «Кофе Смайл», похоже, не получится! 💁‍♀

Вчера мы написали о пермской кофейне, в которой начали продавать кофе с грудным молоком. В тот же день на владельцев кофейни взъелся Роспотребнадзор — в итоге все назвали шуткой. 
 
Хозяин кафе объяснил, что вкус грудного молока они имитировали путем смешивания козьего и миндального. А шутка родилась, когда они отдыхали с друзьями. 
 
— Одна из наших подруг, молодая мамочка, говорит: «Мне нужно отлучиться, потому что у меня переизбыток молока и нужно его сцедить». Мы пошутили всей компанией, и тогда я предложил жене снять такую классную штуку [видео]. На той неделе начали делать съемки, чтобы потом выложить материал в сетях. Кто-то мимо проходящий на Крохалях сфоткал наш плакат для съемок — и всё полетело. — рассказал нам владелец кафе Максим Кобелев. 
 
Максим еще раз подчеркнул, что хотел снять художественный клип-шутку, а не рекламный. 
 
— Всё так разлетелось, а я просто продолжил подыгрывать, но что-то вышло из-под контроля, — говорит мужчина. 
 
Слова про 650 рублей за 350 миллилитров напитка тоже были элементом шутки. В действительности кофе со смесью миндального и козьего молока в его кофейнях обойдется в 250 рублей.",Культура,0.48708302
1255446,1684404506,"Вчера в Перми прошло открытие первого Форума гостеприимства России.
 
По словам организаторов, там собрались более тысячи человек с разных регионов страны. 
 
Организаторы этого форума проводят конкурс «Мастера гостеприимства», цель которого, по их словам, «вывести туризм в России на новый уровень». 
 
Проходит всё это дело при поддержке властей. 
 
Посмотрите фоточки с открытия, там даже DS Crew танцевали!",Культура,0.55703807
1255422,1684400454,"У нас для вас тест на внимательность!

Задача очень простая: нужно найти на картинке с лесом ежа. Говорят, это просто невозможно сделать меньше чем за 45 секунд, но у вас есть шанс доказать обратное.

Если готовы, переходите на сайт. И не забудьте написать в комментарии, за сколько вы справились с задачей.

https://59.ru/text/entertainment/2023/05/18/72313649/?utm_source=vk&utm_medium=social&utm_campaign=59",Наука и техника,0.9400354
1255413,1684399885,"Со здания бывшего клуба МВД на Сибирской убрали леса. Смотрите, как его отреставрировали! 
 
Работы начали осенью прошлого года. Здание является памятником культуры федерального значения, поэтому на согласование проекта реставрации ушло время. До революции здесь располагался Дворянский клуб и бывал Антон Чехов. 
 
Проектировщики вернули портикам здания решетку, воссозданную по фотографиям и историческим чертежам — такая же украшала здание изначально. 
 
Сейчас власти обсуждают, что будет в этом здании после ремонта. Из последних идей, озвученных властями — разместить в здании дом приемов и ЗАГС Ленинского района Перми. 
 
Как вам, подписчики?",Город,0.38309085
1255400,1684398582,"Глава СК РФ Бастрыкин заинтересовался делом о домах для сирот в Прикамье 
 
📌В 2013–2014 годах в селе Уинское ООО «Партнер» построило шесть многоквартирных домов. Минстрой выкупил у компании эти дома за 11,3 миллиона рублей и передал детям-сиротам. 
 
Но 2016 году там обнаружили нарушения при строительстве, после чего суд обязал ООО «Партнер» вернуть в бюджет полученные от Минстроя деньги. Но до настоящего момента деньги в полном объеме не поступили. Об этом накануне напомнили активисты «Народного фронта» в своих соцсетях. 
 
🔴 Сегодня, спустя почти 10 лет, Александр Бастрыкин запросил доклад по ситуации, а также о проделанной работе по восстановлению прав сирот и предоставлению им благоустроенного жилья.",Город,0.5621294
1255392,1684397449,"Полина Пьянкова узнала, что у нее рак, когда училась в седьмом классе. У девушки получилось победить страшную болезнь, и теперь Полина учится на врача, чтобы спасать жизни.

О том, как в один миг у девочки рухнул весь мир и как она боролась с болезнью, Полина рассказала нашим коллегам.

https://59.ru/text/health/2023/05/18/72312920/?utm_source=vk&utm_medium=social&utm_campaign=59",Наука и техника,0.7496442
1255391,1684397256,"На спецоперации погиб уроженец Соликамска Антон Куклин. 
 
По данным администрации Березников, Антон родился 29 апреля 1985 года. Детство и юность провел в Соликамске. В 2001 году он окончил училище № 40 в Березниках, получил профессию столяра-станочника. С 2003-го по 2005 год он проходил военную службу по призыву. 
 
— Показал себя дисциплинированным, ответственным военнослужащим, готовым выполнять самые сложные задачи, — уточняют в администрации города. 
 
Антон Куклин работал в Березниках в строительно-монтажном тресте «Химмашсервис». При каких обстоятельствах он попал на СВО, не уточняется. 
 
Мужчину посмертно наградили орденом Мужества.",Силовые структуры,0.6201234
1255388,1684396971,"❗️В Крыму из-за взрыва сошли с рельсов вагоны с зерном. Движение поездов между Симферополем и Севастополем приостановлено. 
 
В телеграм-канале Крымской железной дороги сообщили, что это произошло из-за «вмешательства посторонних лиц в работу железнодорожного транспорта». Другие телеграм-каналы (Baza, Mash, SHOT) говорят о том, что на железной дороге произошёл взрыв. 
 
Глава Крыма Сергей Аксёнов рассказал, что пострадавших нет, а о причинах ЧП заключение даст УФСБ. 
 
Фото: Baza / Telegram",Силовые структуры,0.3810983
1255386,1684396804,"Волонтеры, которые оказывают помощь пермским участникам СВО, а также их семьям обратились в администрацию Перми.

Общественная организация «Молот» нуждалась в помещении для продолжения работы. Городские власти оперативно решили данный вопрос и подобрали несколько вариантов. 
 https://59.ru/text/gorod/2023/05/18/72314342/

Открытая трибуна",Город,0.86438996
1255378,1684395973,"🚴‍♀ Хорошие новости для пермских велосипедистов: с 20 мая по 30 сентября можно будет бесплатно провозить свои велосипеды в пригородных электричках. 
 
Но есть несколько условий: 
 
▪Приобретать билет нужно в мобильном приложении «РЖД Пассажирам». 
▪Велосипед не должен мешать другим пассажирам. 
▪В обычных электричках велосипед можно провозить в тамбуре в неразобранном виде. 
▪Можно провозить велосипед в салоне вагонов в первых от входа секциях для размещения пассажиров, если есть крепления для велосипедов. 
▪В «Ласточках» с неразобранным велосипедом нужно садиться в первый или последний вагон. Можно разместиться в просторном салоне возле биотуалета. 
▪В вагонах локомотивной тяги (на поездах Чусовская — Рассоленко — Кузино) провозить велосипед только в сложенном или разобранном виде. При невозможности разобрать — обратиться к проводнику. 
▪Если на поезде едет более 10 велосипедистов, нужно заранее писать сюда👉 ppk.perm@bk.ru, в соцсети Пермской пригородной компании или звонить: 8 950 464-90-01. 
▪Велосипед не должен быть грязным. 
 
Поделитесь информацией с коллегами-велосипедистами!",Город,0.7038664
1255362,1684393714,"Алексей Гришаев из Нижегородской области известен на всю Россию как городецкий Дед Мороз. Перед новогодними праздниками мужчина вместе со своим верным псом-поводырем Дени отправляется дарить подарки случайным прохожим.

Недавно Алексею удалось отсудить миллион рублей у чиновников. Но перед этим он был вынужден пройти через годы судебных тяжб.

Несказочную историю Деда Мороза рассказывают наши коллеги.

https://59.ru/text/world/2023/05/18/72313868/?utm_source=vk&utm_medium=social&utm_campaign=59",Культура,0.77739114
1255361,1684393641,"⚡️Сегодня был очередной суд над экс-главой управления капстроительства Прикамья Дмитрием Левинским.

На этот раз в краевом суде рассматривали апелляцию, которую Левинский подал, посчитав слишком суровым наказанием четыре года колонии строгого режима.

В итоге ему не только оставили прежними срок в колонии и сумму штрафа, но еще и ужесточили наказание — он должен будет вернуть сумму взятки, а это 2,96 миллиона рублей.

https://59.ru/text/criminal/2023/05/18/72314447/?utm_source=vk&utm_medium=social&utm_campaign=59",Силовые структуры,0.93618846
